NatEmis;Province;Official_Institution_Name;Status;Sector;Type_DoE;Phase_PED;Specialisation;EIDistrict;EICircuit;OwnerLand;OwnerBuild;GIS_Longitude;GIS_Latitude;LMunName;SP_Name;Township_Village;Suburb;Town_City;StreetAddress;Quintile;Registration_Date;NoFeeSchool;Urban_Rural;Learners2023;Educators2023
200100087;EC;BRACEFIELD (UCC) PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;PUBLIC;-33,18016;25,69534;Blue Crane Route Local Municipality;Somerset East NU;;SOMERSET EAST;KOMMADAGGA;P.O. Box 16,Somerset East,Kommadagga,5850;Q3;1/1/1998;YES;Rural;38;1
200100090;EC;URBAN ACADEMY;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;PRIVATE;PRIVATE;-33,95547;25,61488;Nelson Mandela Bay Metropolitan Municipality;;;CENTRAL;GQEBERHA;272 GOVAN MBEKI DRIVE,CENTRAL,GQEBERHA,6001;N/A;1/28/2015;NO;Urban;1182;35
200100091;EC;BRANDOVALE PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,02663;24,32541;Dr Beyers Naude Local Municipality;NONE;PRINSVALE FARMS;;KLIPPLAAT;Skoolstraat,Prinsvale,Klipplaat,6255;Q3;1/1/1980;YES;Urban;367;12
200100094;EC;BRONVILLE PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-32,89086;23,15981;Blue Crane Route Local Municipality;NONE;;;RIETBRON;Skool Straat,Rietbron,6450;Q3;1/1/1995;YES;Urban;233;7
200100095;EC;SOLID FOUNDATION ACADEMY;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;PRIVATE;PRIVATE;-33,77374;25,406256;Sundays River Valley Local Municipality;;;CENTRAL;KARIEGA;STOW ROAD,CENTRAL,KARIEGA,6001;N/A;1/28/2015;NO;Urban;206;11
200100100;EC;C M VELLEM PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,28889;26,55561;Makana Local Municipality;Xolani;;RHINI;GRAHAMSTOWN;Daniels Street,Joza Location,Grahamstown,6139;Q3;1/1/1973;YES;Urban;801;26
200100101;EC;C W HENDRICKSE PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,74009;25,37287;Sundays River Valley Local Municipality;Thomas Gamble;;MOUNTAIN VIEW;KARIEGA;137 ACACIA AVENUE,MOUNTAIN VIEW,KARIEGA,6229;Q3;1/1/1976;YES;Urban;840;25
200100102;EC;CURRO WESTBROOK PRIVATE SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;PRIVATE;PRIVATE;-33,931949;25,490806;Nelson Mandela Bay Metropolitan Municipality;;PARSONSVLEI;PARSONSVLEI;GQEBERHA;BURCHELL DRIVE,PARSONSVLEI,GQEBERHA,6025;N/A;1/20/2016;NO;Urban;497;43
200100103;EC;CANZIBE PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,80222;25,59652;Nelson Mandela Bay Metropolitan Municipality;NONE;;MOTHERWELL;GQEBERHA;162 MKHOMBE STREET,MOTHERWELL,GQEBERHA,6211;Q3;1/1/1989;YES;Urban;503;14
200100105;EC;CAREL DU TOIT HIGH SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;PUBLIC;-33,32816;24,34174;Dr Beyers Naude Local Municipality;NONE;;;STEYTLERVILLE;Middleton Street,Steytlerville,6250;Q3;1/1/1985;YES;Urban;454;13
